,NAME,DP05_0001E-T Popo,DP02_0001E-T HHs,DP02_0002E-T Fam HHs,DP02_0008PE-%F-led HHs No H,DP02_0010PE-% Non-Fam HHs,DP02_0015E-Avg HH Size,DP02_0016E-Avg Fam Size,DP02_0022PE-%Non Rel in Hs,DP02_0038E-per1000-F-U-RecentPreg,DP02_0046PE-%GPwParent&Gc1-2yrs,DP02_0048PE--%GPwParent&Gc>5yrs,DP02_0060PE-%NoSchDiploma,DP02_0063PE-%AssDeg,DP02_0079PE-% SameHouse_1YrAgo,DP02_0085PE-%LivAbroad1YrAgo,DP02_0088PE-%BornUS,DP02_0112PE-HomeLangNotEng,DP02_0134PE-%IrishAnc,DP03_0009PE-%Unemploy,"DP03_0027PE-%WorkingMgt,Bus,Sc,Arts",DP03_0028PE%WorkingService,DP03_0037PE-Retail,DP03_0040PE-%Fin&Ins,"DP03_0041PE-%ProfSc,Mgt,Admin",DP03_0050PE-%UnpaidFamilyWk,DP03_0052PE-Inc<10k,DP03_0054PE-Inc15-24k,DP03_0058PE-Inc75-99k,DP03_0061PE-Inc200k>,DP03_0065E-HH-MeanEarnings,DP03_0066PE-%HHsWithSocSec,DP03_0072PE-%HH Inc with Cash public Ass,DP03_0074PE-%HH Inc with Food Stamps SNAP,DP03_0085PE-%Families Inc>200k,DP03_0092E-Median Earning Workers,DP03_0093E-Median Earnings Male FT Workers,DP03_0094E-Median Earnings Female FT Workers,DP03_0097PE-%PHI-Priv,DP03_0098PE-%PHI-Pub,DP03_0099PE-No PHI,DP03_0119PE-% Fam <Pov,DP03_0121PE-%Fam with child U18&U5 <pov,DP03_0126PE-%F-Led Families with u18 <pov,DP04_0001E-T H U,DP04_0002PE-%Occ H U,DP04_0004E-%Ow Vac Rate,DP04_0005E-%Rn Vac Rate,DP04_0006E-T HU,State,County,Tract,DP04_0013PE-%20+HU,DP04_0017PE-%Built2014+,DP04_0029PE-%2rooms_only_HU,DP04_0039PE-Zero bedrooms,DP04_0045PE-%Occup HU,DP04_0046PE-%Owner Occup HU,DP04_0048E-Owner Ave Household size,DP04_0049E-Renter Ave Household size,DP04_0051PE-%moved since 2017+,DP04_0054PE-%moved 2000 to 2009,DP04_0082PE-%Value 50-99k,DP04_0083PE-%Value 100-149k,DP04_0084PE-%Value 150-199k,DP04_0087PE-%Value 500k-1m,DP04_0101E-Med Onwer Monthly Mortgage,DP04_0134E-Median Gross Rent,DP05_0005PE-%under 5 yrs,DP05_0023PE-%62 yrs+,DP05_0058PE-% w & B or AM,DP05_0061PE-%White & Asian,DP05_0064PE-%White with others,DP05_0070PE-%H&L race,AreaLand,crimeStats,crime,ALAND,Popo_Density_Per_Hector
0,"Census Tract 3109, Cook County, Illinois",5391,1685,1123,24.5,33.4,3.2,3.8,10.5,60,0.0,46.4,17.1,3.4,97.2,0.0,66.0,75.0,3.5,11.1,26.5,23.4,9.9,3.6,9.4,0.0,7.3,14.2,10.3,1.2,57481,14.8,8.2,16.8,1.2,26763,36508,35990,47.0,47.0,16.8,26.0,0.0,43.2,1818,92.7,0.0,5.2,1818,17,031,310900,0.0,0.0,1.2,0.7,1685,35.4,1088,3.28,2.9,17.3,8.5,13.1,17.8,0.0,1677,976,6.3,12.9,0.0,0.4,50.7,5391,48,202,low,484908,0.0089
1,"Census Tract 4205, Cook County, Illinois",1659,799,369,23.8,53.8,2.08,3.15,4.0,0,0.0,23.5,10.1,14.4,92.9,0.0,93.5,14.4,0.0,25.8,41.1,30.8,9.0,3.3,22.9,1.0,16.8,15.4,15.4,0.0,45341,41.3,6.1,30.4,0.0,29367,49018,29495,45.0,45.0,7.5,11.4,25.8,25.3,1136,70.3,14.7,12.5,1136,17,031,420500,37.1,4.5,2.2,2.5,799,18.9,648,1.8,1.3,24.0,2.6,21.2,39.1,0.0,1205,939,5.2,24.2,1.0,0.0,1.0,1659,24,245,high,245980,0.0145
2,"Census Tract 4304, Cook County, Illinois",2756,1087,537,39.6,50.6,2.43,3.81,1.9,70,10.5,0.0,7.7,7.9,80.8,0.0,96.9,2.1,2.0,16.7,29.5,30.8,5.2,7.2,7.9,0.0,27.0,8.4,7.3,0.0,42317,24.0,3.3,39.5,0.0,30331,34407,31659,40.7,40.7,5.2,26.1,18.2,28.3,1430,76.0,20.4,15.9,1430,17,031,430400,8.4,0.0,2.4,7.8,1087,27.4,789,2.55,14.4,15.5,36.9,18.5,17.4,0.0,1511,946,5.9,13.7,0.0,0.0,4.0,2756,54,376,high,548003,0.0196
3,"Census Tract 4306, Cook County, Illinois",1920,753,439,37.8,41.7,2.53,3.51,2.7,62,0.0,5.3,3.8,9.7,91.1,0.3,97.1,3.0,1.7,25.0,37.0,21.4,2.1,12.4,8.5,0.0,18.5,23.6,2.0,4.8,60571,42.1,5.8,30.7,8.2,26369,70517,44569,49.3,49.3,4.7,16.6,41.2,28.2,883,85.3,0.0,15.2,883,17,031,430600,14.6,0.0,0.0,13.3,753,35.7,484,3.75,1.5,16.7,8.6,16.4,5.9,11.2,2164,748,7.1,26.3,0.9,0.0,6.0,1920,33,310,high,333359,0.0172
4,"Census Tract 4409, Cook County, Illinois",2547,932,588,40.9,36.9,2.73,3.51,5.3,217,0.0,19.4,12.7,8.5,90.0,0.0,97.9,0.9,0.0,10.5,32.5,28.1,5.5,2.4,10.1,0.0,15.1,17.0,3.4,1.7,55120,40.0,5.2,50.6,0.0,36157,43125,45139,42.6,42.6,10.5,24.1,0.0,38.2,1168,79.8,0.0,10.0,1168,17,031,440900,0.8,0.0,0.0,1.8,932,44.1,521,2.64,1.1,23.1,19.0,44.8,23.6,0.0,1195,897,7.2,20.7,0.0,0.0,0.1,2547,74,297,high,742630,0.0291
5,"Census Tract 4601, Cook County, Illinois",3424,1118,704,31.5,37.0,3.06,3.85,8.7,42,0.0,23.0,9.5,8.5,91.5,0.0,85.1,21.3,0.1,28.5,18.1,36.5,1.8,7.4,14.8,0.0,11.1,12.4,7.7,1.7,41686,27.5,3.8,42.6,1.0,26431,29816,37098,35.3,35.3,13.2,24.6,0.0,37.9,1776,63.0,10.9,3.8,1776,17,031,460100,8.0,0.0,0.0,2.6,1118,38.1,692,2.71,2.1,18.5,42.5,33.3,7.5,0.0,1265,1056,5.4,12.3,0.2,0.4,11.7,3424,296,401,high,2964056,0.0864
6,"Census Tract 4805, Cook County, Illinois",2938,1100,676,28.6,38.5,2.67,3.34,8.7,0,32.6,47.8,7.9,7.6,87.8,0.0,87.7,13.3,0.5,12.1,21.8,34.6,13.0,6.8,6.1,0.0,10.1,18.3,8.7,1.5,58209,30.7,6.4,28.2,2.5,24306,27228,35473,50.8,50.8,8.0,15.8,0.0,52.8,1286,85.5,0.0,0.0,1286,17,031,480500,0.0,0.0,0.0,3.0,1100,63.9,397,2.57,2.1,17.8,15.2,36.1,25.7,0.0,1539,943,3.1,22.2,0.0,0.0,9.1,2938,136,272,high,1363482,0.0463
7,"Census Tract 2831, Cook County, Illinois",3257,1163,569,28.8,51.1,2.8,3.28,24.4,0,0.0,0.0,0.0,7.6,72.8,2.6,68.0,38.1,1.9,9.4,63.4,13.0,9.5,7.4,14.3,0.0,20.1,12.5,7.1,3.5,72590,10.2,3.9,15.7,7.2,26828,67266,40750,69.1,69.1,6.0,21.3,53.2,45.5,1328,87.6,0.0,10.4,1328,17,031,283100,38.8,0.0,6.2,13.9,1163,11.3,1031,2.72,5.8,12.1,0.0,0.0,10.6,13.6,2895,1488,8.6,4.9,0.9,0.6,27.8,3257,21,134,low,212435,0.0064
8,"Census Tract 3007, Cook County, Illinois",4721,1293,1090,29.1,15.7,3.65,3.82,7.4,38,0.0,14.4,19.7,3.0,83.7,0.3,51.3,90.9,0.0,8.8,14.5,23.0,7.3,2.3,16.2,0.0,9.2,20.3,5.6,0.9,45402,16.5,4.2,30.2,1.0,20792,27938,22629,25.9,25.9,26.9,28.1,40.6,54.9,1541,83.9,0.0,5.3,1541,17,031,300700,2.1,0.0,0.0,2.9,1293,32.3,875,2.85,7.4,19.6,5.0,18.4,50.0,4.3,1892,841,7.6,10.0,0.0,0.0,59.7,4721,32,247,high,329127,0.0068
9,"Census Tract 3008, Cook County, Illinois",4070,1103,885,33.5,19.8,3.69,3.96,8.6,100,0.0,23.7,23.0,0.6,94.6,0.4,59.4,90.3,0.6,10.4,7.9,28.6,15.9,1.2,16.5,0.0,8.6,25.9,2.3,0.0,31630,21.1,7.2,50.1,0.0,17049,27294,30250,17.7,17.7,23.2,43.3,100.0,88.1,1361,81.0,3.6,4.4,1361,17,031,300800,0.0,0.0,3.5,4.8,1103,34.3,725,3.53,4.4,24.0,15.1,3.4,45.8,0.0,1694,806,6.5,9.9,0.0,0.0,58.5,4070,32,207,low,325846,0.0079
10,"Census Tract 3406, Cook County, Illinois",1067,430,216,40.9,49.8,2.48,3.86,1.9,69,31.3,0.0,31.8,2.4,86.2,0.0,99.3,1.0,0.0,44.0,27.1,35.0,9.3,2.3,22.9,0.0,36.7,19.3,0.0,1.9,29467,41.9,1.4,56.5,3.7,12656,18889,-666666666,9.0,9.0,7.2,60.6,100.0,75.9,457,94.1,0.0,4.3,457,17,031,340600,30.4,0.0,12.7,3.3,430,1.2,425,4.2,6.3,31.6,0.0,0.0,0.0,0.0,-666666666,289,6.7,18.8,2.3,0.0,2.5,1067,47,144,low,474809,0.044
11,"Census Tract 3403, Cook County, Illinois",1837,699,467,19.9,33.2,2.63,3.27,4.2,0,17.1,0.0,12.1,4.0,94.9,1.1,36.2,75.1,2.1,12.8,25.8,32.0,5.7,10.7,13.0,0.6,15.2,15.5,3.1,3.7,52792,50.2,3.1,26.2,3.9,21844,35673,35652,42.7,42.7,10.2,27.6,59.1,25.4,767,91.1,0.0,4.7,767,17,031,340300,18.3,0.0,4.2,2.0,699,47.5,367,3.01,1.7,28.6,0.0,1.5,2.4,2.7,1809,641,2.9,32.7,0.0,0.0,20.7,1837,21,57,low,213539,0.0114
12,"Census Tract 3510, Cook County, Illinois",3711,2267,441,6.3,80.5,1.64,2.95,15.7,0,0.0,0.0,2.0,6.2,75.5,1.0,72.5,25.0,1.9,10.7,59.1,18.9,4.2,6.4,24.0,0.0,17.8,8.1,8.6,0.8,62380,16.5,1.3,7.0,0.0,41593,54865,51814,76.4,76.4,12.6,41.7,0.0,31.4,2459,92.2,0.0,3.3,2459,17,031,351000,87.7,0.0,5.7,6.8,2267,9.4,2053,3.36,6.6,14.8,8.4,0.0,7.9,29.9,1982,1145,0.5,20.3,2.2,1.1,8.2,3711,82,402,high,821383,0.0221
13,"Census Tract 6606, Cook County, Illinois",5845,2076,1296,28.6,37.6,2.82,3.67,5.3,67,6.4,0.0,18.8,5.4,85.4,0.2,78.1,39.4,1.6,29.2,15.8,30.2,12.5,1.4,13.0,0.0,9.2,24.6,3.1,0.5,43030,25.4,11.8,37.9,0.8,25201,29223,33831,33.2,33.2,18.6,29.3,33.8,51.3,2455,84.6,3.3,6.5,2455,17,031,660600,2.3,0.0,1.5,2.9,2076,30.8,1436,3.81,0.5,20.9,25.3,33.1,25.2,0.0,1279,845,11.2,14.6,1.1,0.0,28.5,5845,65,768,high,658608,0.0111
14,"Census Tract 6701, Cook County, Illinois",944,385,206,27.5,46.5,2.45,3.53,4.0,0,0.0,23.7,15.9,13.9,89.8,0.0,92.2,13.9,0.5,25.9,19.6,42.2,4.2,1.1,20.7,0.0,15.1,24.7,0.5,0.0,41048,48.3,6.0,45.5,0.0,20598,30417,41023,32.3,32.3,18.2,28.2,0.0,29.6,586,65.7,22.6,9.1,586,17,031,670100,0.0,0.0,2.7,2.9,385,40.0,231,2.69,3.9,22.6,11.7,42.2,21.4,0.0,688,752,1.0,22.5,0.0,0.0,7.9,944,32,199,low,326892,0.0339
15,"Census Tract 6708, Cook County, Illinois",1263,538,260,30.9,51.7,2.35,3.38,8.4,99,18.8,0.0,14.4,5.7,74.0,0.0,97.6,2.4,0.0,18.8,22.5,24.9,11.8,7.2,11.3,0.0,15.1,30.9,4.6,0.0,49390,45.0,6.5,41.1,0.0,25769,36250,47321,27.6,27.6,14.2,31.5,-666666666.0,57.4,716,75.1,13.2,10.5,716,17,031,670800,3.1,0.0,1.5,4.9,538,36.6,341,2.66,1.1,24.0,19.8,39.6,11.7,10.2,1200,792,4.8,27.3,0.0,0.0,1.9,1263,32,324,high,326299,0.0253
16,"Census Tract 6711, Cook County, Illinois",1044,299,198,25.1,33.8,3.49,4.16,11.5,41,0.0,0.0,19.9,3.7,89.0,0.0,100.0,0.0,0.0,22.3,33.7,27.5,4.3,0.0,21.2,0.0,17.7,20.1,2.7,0.0,41421,45.2,0.7,46.5,0.0,29009,-666666666,32218,26.7,26.7,2.8,40.9,0.0,42.2,438,68.3,8.9,13.6,438,17,031,671100,0.0,0.0,2.3,0.0,299,34.1,197,2.41,0.0,13.4,54.9,8.8,14.7,0.0,-666666666,996,15.2,17.0,2.5,0.0,3.3,1044,24,207,low,245194,0.023
17,"Census Tract 6712, Cook County, Illinois",939,307,183,28.3,40.4,3.06,4.04,8.1,84,0.0,0.0,25.0,0.0,84.3,0.0,100.0,0.0,0.0,30.4,0.0,45.3,19.1,0.0,7.2,0.0,19.9,30.0,5.5,1.6,30817,48.9,8.8,55.0,0.0,17452,33542,22391,18.0,18.0,10.6,45.9,65.0,78.9,500,61.4,26.1,10.5,500,17,031,671200,0.0,0.0,0.0,4.2,307,19.5,247,3.27,12.4,9.8,0.0,28.3,38.3,0.0,1659,1011,7.8,16.9,0.0,0.0,1.4,939,24,235,low,244922,0.0256
18,"Census Tract 6714, Cook County, Illinois",1394,482,329,33.6,31.7,2.89,3.72,1.2,0,100.0,0.0,18.3,7.1,98.1,0.0,97.1,3.7,0.0,45.4,27.1,19.8,16.6,7.3,6.1,0.0,11.4,32.2,1.7,0.0,39974,50.6,10.2,40.7,0.0,20326,45278,38287,31.3,31.3,5.7,37.4,-666666666.0,77.3,628,76.8,0.0,7.1,628,17,031,671400,3.3,0.0,2.5,0.0,482,61.8,184,3.05,0.6,12.7,34.2,24.5,2.3,0.0,1211,1185,3.7,22.8,0.0,0.0,3.5,1394,49,216,low,495626,0.0352
19,"Census Tract 6715, Cook County, Illinois",2343,802,505,32.9,37.0,2.91,3.87,3.4,34,0.0,30.0,19.7,3.9,84.3,0.0,92.1,12.3,0.0,27.9,11.7,49.6,13.8,3.8,7.9,0.0,14.1,21.8,1.6,1.1,34650,57.7,9.1,52.6,1.8,20357,38083,27500,29.1,29.1,11.6,24.6,39.0,72.7,1147,69.9,13.3,8.0,1147,17,031,671500,0.0,0.0,1.1,1.4,802,51.6,388,3.11,0.0,22.4,52.4,14.5,6.3,0.0,1316,864,6.9,24.2,4.6,0.0,10.8,2343,74,581,high,741246,0.0316
20,"Census Tract 6716, Cook County, Illinois",2016,707,375,40.0,47.0,2.7,3.95,5.0,0,16.3,2.3,14.5,5.6,84.1,0.0,98.9,2.1,0.8,37.5,15.6,32.6,16.7,1.9,6.1,0.0,12.4,28.6,2.4,0.0,38562,52.2,4.5,46.5,0.0,19800,21686,40694,27.0,27.0,16.1,25.9,0.0,20.5,974,72.6,20.4,8.9,974,17,031,671600,8.5,0.0,2.2,3.9,707,29.3,500,3.36,8.6,21.5,15.5,42.5,16.4,0.0,1208,794,5.5,26.3,0.0,0.0,1.9,2016,40,453,high,407164,0.0198
21,"Census Tract 6720, Cook County, Illinois",4064,1157,818,33.9,29.3,3.5,4.27,5.3,0,0.0,32.9,13.4,10.2,94.3,1.1,99.3,2.3,0.0,34.8,29.6,22.8,9.4,10.9,17.9,0.0,10.7,19.7,3.7,6.1,60488,47.3,11.8,36.1,8.7,24764,37115,38840,35.5,35.5,11.0,23.1,100.0,46.1,1291,89.6,5.9,4.7,1291,17,031,672000,0.0,0.0,0.0,0.0,1157,59.8,465,3.2,0.0,17.5,29.8,23.0,12.1,4.2,1281,1131,4.4,18.9,1.3,0.0,2.0,4064,99,507,high,995092,0.0244
22,"Census Tract 5102, Cook County, Illinois",3321,1112,791,29.0,28.9,2.98,3.61,4.3,60,0.0,21.2,10.6,9.7,90.0,1.1,87.4,31.5,0.3,17.6,31.4,24.7,5.5,3.6,11.3,0.0,7.6,13.8,13.3,1.0,45952,35.3,7.8,16.6,1.4,25671,40917,30472,58.2,58.2,7.8,24.7,100.0,45.6,1195,93.1,0.0,0.0,1195,17,031,510200,0.0,0.0,0.0,0.0,1112,76.9,257,2.99,2.0,20.7,29.9,45.5,15.8,0.0,1055,1198,5.1,18.3,0.0,0.4,30.6,3321,127,222,low,1277946,0.0382
23,"Census Tract 5705, Cook County, Illinois",2290,712,512,10.3,28.1,3.22,3.86,4.9,134,0.0,0.0,10.2,5.7,94.5,0.0,61.6,81.8,1.4,6.8,22.7,18.3,14.6,6.2,14.8,0.0,4.9,13.5,4.5,0.0,54471,28.4,0.0,10.1,0.0,29660,32328,30974,54.0,54.0,12.8,8.8,0.0,0.0,788,90.4,6.5,7.5,788,17,031,570500,0.0,0.0,0.0,4.4,712,44.5,395,3.65,0.6,32.9,4.4,9.8,29.7,0.0,1550,966,9.0,12.8,0.0,0.0,61.9,2290,42,76,low,423598,0.0183
24,"Census Tract 6006, Cook County, Illinois",3125,1103,760,9.2,31.1,2.83,3.39,6.6,62,0.0,13.6,12.1,5.7,94.0,1.1,48.3,66.1,2.3,7.3,26.4,37.1,7.5,5.8,6.7,0.6,13.5,8.3,5.0,1.3,52873,24.3,6.3,20.5,1.8,23013,30911,23807,47.9,47.9,20.0,16.1,54.5,45.5,1158,95.3,5.4,3.2,1158,17,031,600600,0.0,0.0,0.0,1.0,1103,42.7,632,3.06,0.8,26.5,5.5,13.2,10.6,4.0,1903,865,3.4,17.7,0.0,0.0,39.6,3125,39,100,low,394134,0.0125
25,"Census Tract 6112, Cook County, Illinois",2496,767,534,27.0,30.4,3.1,3.67,7.9,82,0.0,20.8,8.3,0.7,85.7,0.4,59.1,70.8,2.4,12.3,10.3,31.6,8.5,3.4,18.5,0.0,9.9,18.8,0.0,0.0,32272,31.7,12.5,39.6,0.0,16179,25652,30268,21.4,21.4,13.9,33.3,58.7,55.3,877,87.5,16.6,5.6,877,17,031,611200,0.0,0.0,1.4,1.9,767,19.3,619,4.24,4.4,29.5,41.9,21.6,14.9,0.0,911,740,10.1,13.5,0.1,0.0,52.8,2496,32,219,low,327038,0.0128
26,"Census Tract 6408, Cook County, Illinois",1805,544,411,21.5,24.4,3.32,3.56,11.5,37,18.3,18.3,5.7,6.8,86.9,0.0,74.2,71.9,2.9,17.1,22.3,12.4,13.6,6.3,11.9,0.0,5.0,11.4,9.0,1.1,65737,28.7,0.0,18.8,1.5,30734,40417,46354,63.5,63.5,10.4,7.5,14.8,16.0,564,96.5,1.7,4.9,564,17,031,640800,0.0,0.0,0.7,0.0,544,75.2,135,3.3,0.7,21.9,4.2,12.5,34.7,0.0,1550,931,10.4,13.1,0.0,0.2,59.3,1805,32,87,low,326769,0.0177
27,"Census Tract 6709, Cook County, Illinois",1457,487,320,41.1,34.3,2.99,3.45,12.8,0,0.0,22.3,8.1,5.5,88.5,0.0,99.5,5.2,0.4,23.8,24.8,29.4,16.2,3.3,26.5,0.0,9.2,6.8,8.8,2.3,47105,32.0,7.6,45.4,3.4,30399,38315,43958,32.9,32.9,9.8,27.8,35.7,43.0,633,76.9,7.9,10.8,633,17,031,670900,0.0,0.0,0.0,0.0,487,57.7,206,2.95,3.3,32.0,63.3,12.8,9.6,0.0,889,987,9.1,14.1,1.9,0.0,9.3,1457,32,189,low,326291,0.022
28,"Census Tract 6913, Cook County, Illinois",2707,1066,512,22.8,52.0,2.54,3.88,6.2,0,0.0,16.5,2.1,9.0,88.5,0.4,97.7,3.6,2.6,27.6,34.0,20.6,9.6,6.2,18.7,0.0,24.7,9.6,14.0,3.5,74162,40.7,4.7,33.5,4.7,31690,49583,42308,47.4,47.4,10.7,19.1,0.0,38.0,1211,88.0,0.0,3.9,1211,17,031,691300,6.4,0.0,0.0,6.5,1066,48.5,549,3.6,4.8,23.8,11.2,30.8,36.8,0.4,1530,889,3.5,23.2,0.5,0.0,7.6,2707,64,361,high,647447,0.0236
29,"Census Tract 4307, Cook County, Illinois",2474,1235,424,18.1,65.7,1.79,2.89,7.9,23,0.0,0.0,10.6,8.8,86.6,1.3,94.0,6.0,2.0,17.3,23.4,31.3,9.6,8.5,13.6,1.6,33.9,15.9,6.2,1.7,65263,10.9,2.2,29.9,5.0,30179,52978,26154,51.4,51.4,11.8,58.0,100.0,94.8,1404,88.0,0.0,6.2,1404,17,031,430700,54.9,0.0,4.8,11.4,1235,9.5,1118,1.35,4.1,20.7,33.3,32.5,5.1,0.0,1330,915,9.9,18.9,0.4,0.0,6.6,2474,18,192,low,189450,0.0073
30,"Census Tract 4904, Cook County, Illinois",773,337,185,30.3,45.1,2.29,3.27,2.1,52,20.7,0.0,5.7,10.2,91.8,0.0,97.0,1.5,0.0,13.7,41.8,20.2,12.0,13.0,12.8,0.0,0.0,13.6,19.9,0.0,57537,34.1,0.0,15.4,0.0,25536,22051,42150,66.0,66.0,11.3,3.2,0.0,0.0,454,74.2,0.0,0.0,454,17,031,490400,0.0,3.3,0.0,6.2,337,57.3,144,2.41,0.0,27.6,9.8,28.5,39.4,0.0,1576,1076,6.3,26.5,0.0,0.0,0.0,773,23,116,low,237759,0.0298
31,"Census Tract 601, Cook County, Illinois",2852,1234,535,5.4,56.6,2.31,2.99,19.4,40,-666666666.0,-666666666.0,1.3,4.7,86.8,0.2,88.1,13.3,23.9,1.4,61.1,7.7,4.9,12.9,32.4,0.0,2.2,4.1,17.7,21.2,157914,9.1,0.6,4.1,35.7,62179,64811,66538,87.9,87.9,4.8,6.7,0.0,50.9,1321,93.4,4.4,1.3,1321,17,031,060100,7.6,0.0,3.7,1.2,1234,45.3,675,2.7,2.9,16.6,1.3,0.0,0.0,18.1,2652,1461,5.9,7.3,2.2,2.8,91.7,2852,32,91,low,325545,0.0112
32,"Census Tract 407, Cook County, Illinois",3440,1564,790,5.1,49.5,2.2,2.93,10.3,0,0.0,0.0,4.6,4.8,85.0,0.7,85.6,19.9,15.1,2.1,51.4,15.8,11.1,12.1,21.3,0.0,5.0,5.6,17.0,10.7,102190,11.3,0.5,6.3,17.3,45588,53854,62857,81.6,81.6,6.1,1.9,6.1,0.0,1694,92.3,0.0,3.0,1694,17,031,040700,14.8,0.0,1.4,7.4,1564,39.0,954,2.12,5.3,27.7,0.0,0.0,6.9,29.0,2276,1349,9.3,10.7,0.0,6.9,90.5,3440,34,154,low,342084,0.0099
33,"Census Tract 409, Cook County, Illinois",1842,963,298,3.0,69.1,1.9,2.86,17.2,0,-666666666.0,-666666666.0,1.8,5.2,89.1,0.0,90.9,11.4,19.1,4.6,68.7,10.4,5.7,13.0,22.9,0.7,2.5,11.3,11.9,13.8,116700,11.7,0.0,0.0,35.6,50781,83750,53368,85.1,85.1,8.8,3.0,0.0,0.0,1147,84.0,6.3,11.6,1147,17,031,040900,24.0,3.1,7.1,15.8,963,38.5,592,2.43,5.5,25.0,0.0,0.0,2.4,40.2,2644,1138,2.3,10.0,0.0,3.1,94.0,1842,32,92,low,321854,0.0174
34,"Census Tract 603, Cook County, Illinois",3214,1327,662,1.8,50.1,2.42,3.09,15.6,0,-666666666.0,-666666666.0,0.0,2.7,87.4,0.0,92.4,6.9,20.3,1.7,63.1,7.8,4.4,15.0,35.2,0.0,1.1,0.0,16.0,24.3,169973,8.2,0.0,3.0,37.6,69091,77989,69392,87.6,87.6,9.2,0.0,0.0,0.0,1371,96.8,1.7,0.0,1371,17,031,060300,7.4,2.0,3.1,1.7,1327,47.7,694,2.71,7.1,26.5,0.0,0.0,1.7,31.9,3205,1474,9.0,5.7,0.0,0.8,89.9,3214,31,62,low,319839,0.0096
35,"Census Tract 604, Cook County, Illinois",3779,1548,759,1.9,51.0,2.44,3.03,18.2,0,0.0,0.0,0.6,0.7,68.5,0.0,92.1,7.3,16.4,3.9,66.7,6.2,6.0,15.2,31.2,0.0,1.0,0.7,9.8,24.9,183539,4.8,0.5,0.8,46.5,62703,90781,73897,94.1,94.1,1.9,0.8,3.0,0.0,1660,93.3,0.0,8.4,1660,17,031,060400,6.6,2.8,0.9,6.2,1548,47.4,814,2.63,10.7,15.8,0.0,0.0,0.0,46.5,3041,1451,11.2,4.2,0.6,0.0,93.0,3779,32,89,low,325028,0.0085
36,"Census Tract 620, Cook County, Illinois",2981,1546,379,1.8,75.5,1.92,2.63,27.3,0,-666666666.0,-666666666.0,0.0,2.0,60.3,1.2,89.5,12.8,24.8,2.2,68.3,13.4,5.1,12.6,26.0,0.0,2.7,5.3,15.1,13.8,107158,5.1,0.6,1.4,26.4,51938,65938,53383,91.4,91.4,2.5,0.0,0.0,0.0,1653,93.5,0.0,2.8,1653,17,031,062000,31.3,0.5,9.7,15.4,1546,34.0,1021,1.95,14.0,11.9,0.0,0.0,6.7,8.8,2287,1394,4.1,4.6,0.5,0.9,91.3,2981,22,160,low,224975,0.0074
37,"Census Tract 622, Cook County, Illinois",2719,1234,488,0.0,60.5,2.2,2.66,24.8,0,-666666666.0,-666666666.0,1.3,0.0,71.5,0.0,93.3,7.4,14.0,2.3,69.8,6.5,6.7,17.6,26.5,0.0,2.4,0.6,10.6,23.3,141515,4.4,3.2,4.6,37.3,67861,78607,61691,94.0,94.0,1.5,0.0,0.0,-666666666.0,1386,89.0,0.0,18.2,1386,17,031,062200,5.1,2.7,4.8,0.8,1234,46.8,656,2.33,6.2,19.9,0.0,1.7,0.0,58.8,3082,1659,7.0,4.0,0.0,0.0,89.3,2719,24,121,low,242322,0.0088
38,"Census Tract 625, Cook County, Illinois",1575,712,309,3.9,56.6,2.21,2.82,19.1,0,-666666666.0,-666666666.0,0.4,4.5,72.2,0.4,91.9,6.6,22.1,3.0,69.5,4.1,3.5,15.1,26.5,0.0,2.5,5.5,12.4,33.7,195853,7.6,1.4,2.9,47.9,69500,98750,69135,94.5,94.5,1.4,7.1,19.2,100.0,787,90.5,4.4,4.7,787,17,031,062500,34.4,4.3,5.6,8.4,712,51.5,345,2.22,6.7,11.8,0.0,0.0,1.4,40.9,3096,1983,7.9,5.1,0.0,1.0,89.0,1575,16,53,low,161003,0.0102
39,"Census Tract 631, Cook County, Illinois",2310,1296,381,1.7,70.6,1.78,2.77,14.6,0,0.0,0.0,0.5,2.9,72.4,0.5,84.8,13.5,14.2,3.8,70.5,5.7,4.2,11.9,34.0,0.6,5.9,4.0,8.6,12.9,122726,3.2,0.6,1.5,33.3,61164,84286,61678,93.5,93.5,4.1,2.1,0.0,0.0,1315,98.6,4.3,0.0,1315,17,031,063100,27.0,1.1,12.4,16.5,1296,32.5,875,2.02,11.4,16.8,2.1,6.2,0.0,37.5,2494,1430,5.0,4.1,2.4,4.1,90.9,2310,15,194,low,159625,0.0065
40,"Census Tract 902, Cook County, Illinois",6838,2741,1706,4.2,37.8,2.49,3.22,4.5,0,-666666666.0,-666666666.0,2.9,6.5,88.4,0.2,90.9,11.9,27.5,1.9,52.5,11.6,2.7,9.9,14.5,0.0,3.1,4.2,15.5,23.6,147434,21.9,1.1,0.9,36.1,61345,71558,61875,90.8,90.8,3.2,1.6,9.6,33.3,2940,93.2,2.0,0.0,2940,17,031,090200,9.6,0.0,1.5,0.4,2741,74.8,691,2.7,1.3,24.3,0.0,8.2,11.3,25.0,2134,1292,7.3,15.9,0.4,1.1,95.7,6838,152,138,low,1529762,0.0222
