,NAME,DP02_0008PE-%F-led HHs No H,DP02_0010PE-% Non-Fam HHs,DP02_0022PE-%Non Rel in Hs,DP02_0038E-per1000-F-U-RecentPreg,DP02_0046PE-%GPwParent&Gc1-2yrs,DP02_0048PE--%GPwParent&Gc>5yrs,DP02_0060PE-%NoSchDiploma,DP02_0063PE-%AssDeg,DP02_0079PE-% SameHouse_1YrAgo,DP02_0085PE-%LivAbroad1YrAgo,DP02_0088PE-%BornUS,DP02_0112PE-HomeLangNotEng,DP02_0134PE-%IrishAnc,DP03_0009PE-%Unemploy,"DP03_0027PE-%WorkingMgt,Bus,Sc,Arts",DP03_0028PE%WorkingService,DP03_0037PE-Retail,DP03_0040PE-%Fin&Ins,"DP03_0041PE-%ProfSc,Mgt,Admin",DP03_0050PE-%UnpaidFamilyWk,DP03_0052PE-Inc<10k,DP03_0054PE-Inc15-24k,DP03_0058PE-Inc75-99k,DP03_0061PE-Inc200k>,DP03_0066PE-%HHsWithSocSec,DP03_0072PE-%HH Inc with Cash public Ass,DP03_0074PE-%HH Inc with Food Stamps SNAP,DP03_0085PE-%Families Inc>200k,DP03_0097PE-%PHI-Priv,DP03_0098PE-%PHI-Pub,DP03_0099PE-No PHI,DP03_0119PE-% Fam <Pov,DP03_0121PE-%Fam with child U18&U5 <pov,DP03_0126PE-%F-Led Families with u18 <pov,DP04_0002PE-%Occ H U,DP04_0004E-%Ow Vac Rate,DP04_0005E-%Rn Vac Rate,DP04_0013PE-%20+HU,DP04_0017PE-%Built2014+,DP04_0029PE-%2rooms_only_HU,DP04_0039PE-Zero bedrooms,DP04_0046PE-%Owner Occup HU,DP04_0049E-Renter Ave Household size,DP04_0051PE-%moved since 2017+,DP04_0054PE-%moved 2000 to 2009,DP04_0082PE-%Value 50-99k,DP04_0083PE-%Value 100-149k,DP04_0084PE-%Value 150-199k,DP04_0087PE-%Value 500k-1m,DP05_0005PE-%under 5 yrs,DP05_0023PE-%62 yrs+,DP05_0058PE-% w & B or AM,DP05_0061PE-%White & Asian,DP05_0064PE-%White with others,crime,%DP03_0092E-Median Earning Workers,%DP03_0093E-Median Earnings Male FT Workers,%DP03_0094E-Median Earnings Female FT Workers,%DP04_0101E-Med Onwer Monthly Mortgage,%DP04_0134E-Median Gross Rent,%DP05_0070PE-%H&L race,%DP04_0045PE-%Occup HU,%DP02_0015E-Avg HH Size,%DP02_0016E-Avg Fam Size,COUNTYFP,TRACTCE,STATEFP,index,AFFGEOID,GEOID
0,"Census Tract 429.02, Bronx County, New York",25.1,39.5,4.5,92.0,23.0,10.9,16.2,6.2,84.9,1.2,51.0,65.9,3.7,18.1,23.4,28.0,13.6,1.8,15.2,0.0,11.8,14.1,7.5,0.0,18.7,18.9,44.7,0.0,37.7,37.7,11.9,37.6,37.0,71.6,97.1,0.0,2.1,77.2,3.2,4.4,5.5,9.8,2.05,5.7,23.0,43.3,0.0,0.0,14.0,9.9,13.7,2.3,0.2,14.0,low,72.50294417606584,97.84858430359378,73.33734596255583,148.36677769557784,112.093989995068,98.16031959921496,100.0,90.0806562728535,96.60855457986764,005,042902,36,2436,1400000US36005042902,36005042902
1,"Census Tract 330, Bronx County, New York",12.3,32.7,4.6,104.0,0.0,0.0,6.4,7.7,90.4,0.0,45.5,73.8,1.7,14.7,23.4,26.5,17.7,6.6,9.3,0.0,10.1,12.8,7.9,0.0,18.0,5.1,35.5,0.0,38.0,38.0,17.3,18.1,11.5,76.0,95.1,0.0,3.5,66.9,0.9,1.2,10.0,4.9,3.32,1.6,46.6,18.1,0.0,0.0,5.7,6.9,15.8,0.0,0.0,50.0,high,91.66624269718922,87.3523175614066,80.46377546171635,,99.84147114774888,137.3777600098407,100.0,97.11820754417015,97.74847852771269,005,033000,36,1667,1400000US36005033000,36005033000
2,"Census Tract 358, Bronx County, New York",23.1,22.8,6.6,84.0,0.0,5.7,6.0,11.0,89.6,0.4,53.1,30.0,0.0,11.1,38.7,24.6,11.7,6.9,5.6,0.0,2.0,7.6,16.2,7.1,35.2,0.0,15.5,8.4,70.1,70.1,4.3,5.5,9.8,0.0,95.8,1.6,3.5,3.1,0.0,0.9,2.9,65.9,3.34,1.9,30.7,1.1,0.0,0.0,18.6,5.4,19.0,0.0,0.0,10.4,low,109.07976079388209,105.32196454905802,105.80669686698134,115.16925124509308,118.46861128725428,188.0102768257021,100.0,115.0639632860277,104.30304122782171,005,035800,36,4048,1400000US36005035800,36005035800
3,"Census Tract 371, Bronx County, New York",20.2,48.9,3.8,54.0,4.8,0.0,19.6,5.1,94.0,1.2,55.5,67.3,0.8,7.2,10.5,41.1,17.2,7.1,4.8,0.0,13.5,13.1,5.2,1.5,33.0,7.5,53.6,1.4,40.8,40.8,6.2,24.2,0.0,29.4,95.1,0.0,1.5,63.2,0.0,1.8,19.9,10.4,4.02,3.5,41.1,0.0,5.5,0.0,30.9,6.2,20.5,1.1,0.0,27.3,low,88.54091234372662,124.64975467747169,70.3595526974372,94.07328616079486,65.81589515958571,100.89153419924068,100.0,86.56188063719515,104.87300320174423,005,037100,36,4049,1400000US36005037100,36005037100
4,"Census Tract 385, Bronx County, New York",38.9,38.6,4.0,49.0,0.0,17.6,23.1,7.0,90.5,0.9,61.7,67.9,0.4,13.2,10.6,46.2,15.7,3.1,7.7,0.0,25.1,17.1,3.1,0.8,18.9,9.7,60.5,0.4,21.8,21.8,16.8,44.6,55.0,59.5,91.5,52.7,4.0,72.9,0.0,4.4,12.7,1.6,2.19,2.9,26.7,26.9,0.0,0.0,0.0,12.4,12.2,0.2,0.0,8.3,high,62.84712310560536,59.794227906257326,73.70481832293218,112.43004647639543,85.60205735221587,111.04605001984913,100.0,98.52571779843349,106.86787011047304,005,038500,36,2429,1400000US36005038500,36005038500
5,"Census Tract 421, Bronx County, New York",24.9,40.3,6.5,0.0,0.0,0.0,15.4,3.9,90.0,0.0,52.0,70.8,0.2,14.0,36.0,31.7,16.5,5.3,4.7,0.0,13.4,9.4,4.5,2.1,21.0,12.2,42.9,3.4,43.2,43.2,12.7,29.6,0.0,54.2,93.4,0.0,3.2,93.4,0.0,7.8,13.3,4.3,2.85,5.5,26.9,24.7,0.0,52.7,0.0,10.5,10.4,3.7,3.9,37.5,high,79.27617899818705,77.4979950197913,80.65638166439636,,98.10293806806172,134.52982683716428,100.0,93.247554344946,99.173383462519,005,042100,36,2154,1400000US36005042100,36005042100
6,"Census Tract 451.01, Bronx County, New York",11.7,51.7,7.8,36.0,0.0,0.0,2.6,8.2,91.1,1.2,77.1,21.5,51.4,3.1,56.0,9.1,1.1,6.2,14.4,0.7,2.8,6.6,20.8,8.9,32.4,0.8,2.9,10.2,83.1,83.1,6.6,1.6,0.0,20.7,89.5,0.0,8.4,53.2,0.0,4.6,3.7,32.1,2.42,2.7,20.4,0.0,4.1,7.4,32.2,7.5,22.5,0.0,3.0,86.1,low,201.912523774025,160.3519125488319,169.79757341527545,65.16854330304521,122.19403931515535,36.04269523452746,100.0,72.13490053099595,80.93460029699825,005,045101,36,2498,1400000US36005045101,36005045101
7,"Census Tract 118, Bronx County, New York",13.0,37.6,5.4,10.0,0.0,0.0,5.3,12.8,89.5,0.1,84.8,27.5,24.4,5.5,39.3,13.7,8.2,10.8,8.0,0.0,3.9,4.7,15.9,10.5,38.2,1.4,2.9,16.8,84.1,84.1,4.1,7.6,0.0,0.0,97.3,0.6,0.0,0.0,0.0,1.8,0.0,69.4,2.48,1.6,15.5,0.4,0.9,0.8,26.9,6.3,18.5,0.5,0.8,75.7,low,122.61948754631548,152.77313847939322,136.42854880096303,101.51411105486905,145.2089057986331,126.05605846272556,100.0,87.61751332789267,90.33897286671987,005,011800,36,2400,1400000US36005011800,36005011800
8,"Census Tract 204, Bronx County, New York",25.4,34.0,6.7,0.0,8.2,0.0,8.9,7.5,83.0,4.2,52.6,69.5,0.1,9.7,20.1,27.3,9.9,12.7,4.4,0.0,8.1,7.6,12.1,0.8,27.0,3.5,20.8,1.2,52.1,52.1,9.3,12.8,58.1,37.3,94.9,0.0,0.0,19.7,0.0,3.5,6.5,24.2,3.34,2.6,22.1,0.0,2.8,0.0,38.5,6.0,15.0,1.4,0.0,25.5,low,94.33979929945009,75.29191065887059,89.66072163968703,118.9305473453943,111.10054252096106,72.1554216126453,100.0,103.10012612478936,103.4480982669379,005,020400,36,4405,1400000US36005020400,36005020400
9,"Census Tract 248, Bronx County, New York",12.0,35.1,4.8,0.0,0.0,0.0,5.7,7.2,86.1,2.5,58.1,50.5,1.1,9.7,31.2,32.7,10.0,2.5,8.8,0.0,5.6,5.5,5.4,3.1,26.4,0.8,15.2,3.6,63.6,63.6,11.3,12.0,0.0,25.8,92.5,0.0,2.9,38.5,1.1,3.0,5.7,26.5,3.08,3.0,23.2,0.0,0.0,3.1,38.7,2.9,28.7,0.4,0.3,60.1,low,126.0448765852777,120.59688308281609,139.02366395286214,122.65095979243141,117.06122736560276,71.26836046050018,100.0,87.26563576432682,88.34410595799106,005,024800,36,1831,1400000US36005024800,36005024800
10,"Census Tract 408, Bronx County, New York",34.8,31.8,5.2,40.0,0.0,7.1,12.3,12.0,87.1,1.4,47.5,33.9,0.4,19.2,11.4,40.7,10.7,8.3,8.3,0.0,16.1,16.1,7.2,0.9,20.4,8.1,33.0,0.0,45.7,45.7,15.4,31.0,42.7,53.1,95.3,0.0,2.2,56.2,0.9,12.1,8.6,16.1,3.87,3.9,23.6,0.0,0.0,0.0,45.0,10.6,9.8,0.0,0.0,16.5,high,88.27456811727188,82.9138003835716,101.23990242975258,126.04430301335532,108.12020009864015,107.26436826596735,100.0,100.28510561626268,99.74334543644152,005,040800,36,21,1400000US36005040800,36005040800
11,"Census Tract 484, Bronx County, New York",28.8,31.3,8.1,18.0,0.0,15.2,9.0,11.2,90.7,3.9,48.4,21.1,1.0,8.9,25.4,28.8,16.7,2.9,4.5,0.0,3.6,6.3,13.2,4.9,27.0,0.9,13.6,4.7,67.9,67.9,9.2,1.3,0.0,0.0,93.9,2.2,0.0,0.0,1.2,4.3,3.4,57.1,3.33,5.4,35.6,0.0,0.0,1.8,35.4,3.3,12.5,0.0,0.0,6.9,high,119.93918805224564,111.72942998387109,121.0124497101403,127.39346357107206,111.59726625801451,96.31616615133436,100.0,115.41584084959355,112.282508862737,005,048400,36,2506,1400000US36005048400,36005048400
12,"Census Tract 247, Bronx County, New York",26.4,40.1,10.9,0.0,27.5,0.0,15.3,11.9,92.5,0.4,51.6,57.1,0.3,6.4,30.0,32.9,8.3,5.7,2.9,0.0,12.2,7.2,15.5,0.0,16.3,4.8,27.0,0.0,48.9,48.9,8.9,24.7,19.5,56.3,98.1,0.0,0.0,88.1,0.0,1.7,11.4,4.9,2.32,6.5,21.7,0.0,39.5,0.0,0.0,5.7,10.2,0.3,0.0,5.3,low,107.27940868088423,102.43800627484684,99.69398422403142,,110.43824420488971,47.55114649788369,100.0,93.247554344946,93.1887827363325,005,024700,36,4349,1400000US36005024700,36005024700
13,"Census Tract 266.02, Bronx County, New York",23.4,45.5,7.7,96.0,0.0,40.0,14.4,8.1,85.4,0.0,69.8,58.5,7.9,9.5,38.4,28.8,5.6,7.8,9.6,0.0,8.8,6.7,22.5,0.6,33.8,2.3,16.2,1.1,76.1,76.1,1.9,21.5,13.7,31.5,92.8,0.0,3.8,47.2,0.0,7.8,8.8,24.0,2.52,6.4,17.9,6.7,14.7,0.0,19.7,4.0,23.2,0.7,0.6,61.2,low,153.32661684441402,140.2959469093217,129.74562042639462,44.76760032423746,105.47100683435495,121.55072155840959,100.0,75.30179860308847,79.50969536219195,005,026602,36,123,1400000US36005026602,36005026602
14,"Census Tract 364, Bronx County, New York",21.2,26.8,3.1,2.0,0.0,35.4,9.7,9.8,93.5,0.5,52.9,20.2,0.0,5.1,26.6,34.2,11.8,4.9,6.2,0.0,4.6,7.5,12.7,6.0,34.5,0.8,21.8,8.2,71.4,71.4,7.0,0.8,0.0,0.0,88.0,1.9,3.4,0.5,0.0,0.0,2.2,61.1,3.27,1.8,28.0,0.0,0.0,0.0,19.1,3.8,19.5,0.7,0.0,1.8,low,120.74496362341884,95.65447651357931,104.94757183134287,110.87646765235796,111.92841541605014,62.74790465700115,100.0,113.30457546819856,110.85760392793071,005,036400,36,4895,1400000US36005036400,36005036400
15,"Census Tract 449.02, Bronx County, New York",16.4,46.8,8.0,0.0,0.0,0.0,7.5,4.2,87.1,2.4,65.6,18.1,49.3,5.9,49.9,20.7,8.5,6.0,12.1,0.0,7.9,10.1,17.8,8.8,26.9,4.8,7.3,11.9,76.1,76.1,8.2,6.2,18.5,28.3,92.7,0.0,3.3,24.0,0.0,0.8,0.0,39.0,2.49,3.8,29.5,5.6,10.0,1.9,49.4,6.1,17.2,0.0,0.3,82.7,low,150.87220422594498,187.06206098382273,111.64063737447334,123.42774920445014,104.39477207073908,43.792808458532065,100.0,79.52432936587847,86.34923904926222,005,044902,36,1145,1400000US36005044902,36005044902
16,"Census Tract 223, Bronx County, New York",41.5,29.9,5.9,11.0,12.0,12.7,17.1,4.7,95.4,2.4,47.7,80.6,0.2,11.1,20.7,46.6,16.1,6.3,7.2,0.0,15.0,23.0,6.2,0.0,30.0,9.5,45.7,0.0,24.6,24.6,10.4,37.0,73.9,52.2,97.9,,1.0,90.6,0.0,1.0,6.9,0.0,,1.3,34.4,,,,,3.5,12.7,5.0,1.9,25.1,high,56.94034988093821,70.77913874141724,61.2462381601039,,92.8873388290002,118.53938238402228,100.0,96.76632998060434,93.1887827363325,005,022300,36,1152,1400000US36005022300,36005022300
17,"Census Tract 254, Bronx County, New York",18.0,36.8,4.4,15.0,0.0,12.0,6.9,8.2,92.2,0.8,72.9,40.8,5.2,7.3,34.6,27.3,1.6,4.3,11.5,0.0,8.5,13.0,9.5,2.7,32.9,7.8,11.3,3.0,59.6,59.6,6.1,10.0,0.0,20.9,93.0,0.0,0.0,6.0,0.0,3.1,3.6,48.1,2.95,1.4,26.9,0.0,0.0,3.5,38.2,6.5,19.4,2.2,0.0,74.3,low,120.47187650515512,127.38280815826485,122.39363892672728,98.2025351404734,120.78665539350384,48.95176936969175,100.0,93.95130947207764,98.60342148859648,005,025400,36,2597,1400000US36005025400,36005025400
18,"Census Tract 296, Bronx County, New York",12.6,45.0,5.7,56.0,0.0,0.0,6.2,5.3,89.4,6.1,56.2,55.8,0.9,6.1,57.6,18.8,2.6,4.4,13.3,0.0,11.5,3.2,14.6,5.0,23.9,2.4,12.3,5.2,81.4,81.4,2.7,10.2,0.0,0.0,94.6,0.0,4.5,78.5,0.0,9.5,7.6,17.3,2.61,6.0,15.6,0.0,0.0,0.0,39.7,5.1,14.2,0.0,0.3,35.2,high,134.85783617961562,123.61497895117664,123.35920423226787,85.6921372416454,114.57760868033535,37.1631935319739,100.0,77.06118642091765,83.49942917964961,005,029600,36,4668,1400000US36005029600,36005029600
19,"Census Tract 376, Bronx County, New York",28.8,34.8,6.3,36.0,0.0,10.5,9.8,8.3,87.4,1.4,54.8,63.9,0.0,15.4,32.1,28.5,7.0,10.4,8.7,0.0,11.0,12.6,8.3,2.8,39.7,8.3,34.4,4.3,44.3,44.3,6.0,11.0,0.0,23.4,93.7,0.0,2.9,36.4,0.0,3.5,14.1,32.7,2.52,3.3,40.7,9.4,27.3,0.0,14.8,6.1,16.3,0.0,0.0,11.2,low,113.91104277501681,114.44332095121432,103.6601514239554,103.23122449196308,111.76284083703234,54.13407399538158,100.0,99.93322805269683,100.88326938428655,005,037600,36,1608,1400000US36005037600,36005037600
20,"Census Tract 27.01, Bronx County, New York",44.0,38.0,3.9,75.0,12.5,31.6,23.5,7.1,91.3,0.6,65.1,66.6,0.6,7.5,16.6,34.1,15.3,5.4,7.7,0.0,27.0,22.1,4.5,0.0,20.8,17.2,60.4,0.0,24.8,24.8,10.9,50.5,100.0,68.4,97.2,,0.0,79.7,0.0,2.7,4.9,0.0,,2.0,34.3,,,,,7.0,10.0,0.2,0.0,8.7,high,70.01818854445642,71.7971472684436,67.3184021288054,,36.42640738392165,66.94977327242533,100.0,95.00694216277519,102.0231933321316,005,002701,36,382,1400000US36005002701,36005002701
21,"Census Tract 65, Bronx County, New York",31.1,43.7,3.5,23.0,7.1,10.2,17.1,4.2,94.8,1.5,65.9,67.8,0.0,11.4,11.1,51.5,13.5,1.8,9.2,0.0,24.8,17.4,4.8,0.0,21.3,12.4,43.0,0.0,27.2,27.2,17.3,41.6,65.6,76.9,96.1,0.0,0.8,70.4,0.0,3.8,11.6,2.3,2.16,5.6,30.5,0.0,53.3,0.0,0.0,8.4,10.0,0.3,0.0,18.8,high,69.75184431800169,76.0320627408733,76.91323217283872,,84.36024800958218,124.00181158407369,100.0,94.3031870356435,108.57775603224064,005,006500,36,4629,1400000US36005006500,36005006500
22,"Census Tract 157, Bronx County, New York",38.4,39.4,12.8,66.0,0.0,0.0,15.7,7.2,91.5,0.7,54.9,67.7,0.1,12.4,17.6,33.7,22.9,4.1,3.9,0.0,13.7,15.3,7.7,3.4,17.4,9.0,45.3,0.0,50.6,50.6,8.9,33.8,64.1,48.5,94.6,0.0,0.7,47.0,15.1,2.9,6.9,11.1,3.45,5.5,33.3,11.3,0.0,4.2,38.7,6.9,10.5,0.3,0.0,14.0,high,81.31590377040372,97.86056087450001,58.767700446669,114.14715991348947,86.84386669484957,103.34262422490481,100.0,102.04449343409183,100.31330741036406,005,015700,36,2313,1400000US36005015700,36005015700
23,"Census Tract 67, Bronx County, New York",36.6,34.8,8.7,80.0,4.6,0.0,29.8,5.0,95.5,0.0,56.4,72.3,0.6,13.0,17.6,41.0,10.2,7.6,5.5,0.0,23.4,22.9,6.8,4.7,29.9,15.7,58.2,2.4,22.9,22.9,13.8,43.8,42.4,69.1,96.1,0.0,0.0,63.5,0.0,1.0,7.9,5.3,2.26,2.0,30.7,0.0,0.0,0.0,11.3,5.9,12.9,0.0,0.6,7.1,high,73.18397624877291,64.05788714886191,64.9564418538347,,67.47164094976397,169.3819926306549,100.0,109.08204470540852,108.57775603224064,005,006700,36,2570,1400000US36005006700,36005006700
24,"Census Tract 407.02, Bronx County, New York",30.8,40.5,8.7,89.0,21.2,6.3,16.5,9.7,82.6,0.2,51.4,78.4,0.9,10.1,18.3,35.0,12.9,6.5,7.6,0.5,12.5,12.7,10.2,1.7,26.7,5.5,44.6,2.8,38.9,38.9,12.4,27.0,19.1,63.0,95.0,19.7,2.8,74.5,2.1,2.9,15.5,4.8,3.44,5.8,29.2,0.0,25.4,18.3,21.4,12.2,16.0,1.7,1.3,25.8,high,83.82088807744009,88.49248711167613,64.66246396553362,99.06109185902042,99.2619601211865,160.86153682715585,100.0,91.48816652711685,94.6136876711388,005,040702,36,2343,1400000US36005040702,36005040702
25,"Census Tract 380, Bronx County, New York",43.9,42.5,9.1,96.0,0.0,0.0,12.4,6.9,94.0,0.8,60.6,33.4,0.7,13.8,28.3,29.6,9.6,8.4,4.2,1.4,16.6,19.1,10.0,0.7,30.7,11.9,35.8,0.0,46.5,46.5,6.6,43.2,82.3,57.5,94.2,3.3,2.3,37.8,1.1,2.0,8.0,32.2,2.67,2.3,20.6,16.9,5.0,6.2,21.9,8.9,12.9,0.0,0.0,6.9,high,87.40136362800888,116.39789732310496,95.31472740520165,75.92094411151504,112.92186289015713,125.54249674306256,100.0,98.52571779843349,105.15798418870548,005,038000,36,2428,1400000US36005038000,36005038000
26,"Census Tract 25, Bronx County, New York",29.3,33.3,4.3,36.0,20.7,14.7,20.2,3.4,93.0,0.3,54.3,73.9,0.4,8.3,17.3,41.4,13.3,5.9,6.2,0.4,22.1,15.3,5.3,0.0,26.4,7.9,54.2,0.0,26.3,26.3,18.0,37.8,36.4,63.4,93.2,22.6,1.5,58.6,0.0,3.0,15.5,4.7,2.82,3.5,32.0,9.9,0.0,0.0,47.3,9.5,12.4,0.2,0.1,16.4,high,76.94988132408866,67.87601795375613,79.31320682991732,93.99151885426659,68.71345029239765,137.42444743890096,100.0,106.26702419688185,109.4326989931244,005,002500,36,69,1400000US36005002500,36005002500
27,"Census Tract 61, Bronx County, New York",20.4,61.5,3.9,0.0,9.3,14.7,4.0,8.1,97.1,0.0,81.7,18.7,0.0,9.2,27.4,27.2,4.6,7.2,11.9,0.0,6.5,11.0,12.9,0.0,49.2,3.5,12.6,0.0,69.1,69.1,7.7,9.1,0.0,7.9,92.1,6.4,9.4,94.9,0.0,2.9,2.2,48.6,1.67,0.0,21.5,5.4,1.5,1.8,0.0,2.2,34.3,0.5,0.0,10.0,low,158.4579575110483,121.30350076628149,136.14217378908353,20.89154681797748,93.96357359261609,86.30171261790672,100.0,60.874818496889276,77.22984746650185,005,006100,36,2560,1400000US36005006100,36005006100
28,"Census Tract 227.01, Bronx County, New York",28.8,42.2,6.8,47.0,0.0,0.0,16.3,9.1,93.4,0.4,51.9,71.5,0.0,11.4,16.2,44.2,12.1,7.3,10.3,0.0,13.4,16.8,9.8,0.5,24.1,7.9,46.3,0.8,32.6,32.6,8.7,30.1,13.4,59.9,97.8,0.0,1.0,86.6,0.0,4.1,5.3,2.7,2.33,1.4,30.2,0.0,45.1,13.7,21.6,6.7,13.1,1.1,0.0,13.6,low,81.82836354788627,71.8594254371558,81.88551335255174,,99.17917283167759,121.24725326951784,100.0,94.3031870356435,102.30817431909288,005,022701,36,402,1400000US36005022701,36005022701
29,"Census Tract 79, Bronx County, New York",43.9,32.2,3.4,170.0,8.9,21.7,20.5,6.6,95.5,0.0,55.6,69.4,0.1,12.8,15.1,39.9,14.5,8.0,9.5,0.0,21.5,9.3,6.0,1.9,24.4,11.0,62.7,0.0,20.2,20.2,8.6,44.4,29.6,61.9,95.7,0.0,2.3,71.6,1.5,0.8,7.7,1.1,4.31,3.3,32.4,0.0,0.0,0.0,0.0,12.3,10.2,0.4,0.0,9.4,high,76.45427877612858,72.1205146829108,67.71375170272754,,70.61755795110265,164.66656229556773,100.0,102.7482485612235,104.87300320174423,005,007900,36,2344,1400000US36005007900,36005007900
30,"Census Tract 167, Bronx County, New York",31.1,32.1,6.0,79.0,0.0,0.0,17.0,8.6,89.5,0.0,65.7,61.5,0.3,14.0,14.4,48.1,6.9,3.5,8.1,1.6,14.5,10.6,13.6,0.0,12.8,16.0,47.0,0.0,27.9,27.9,6.2,33.0,0.0,52.7,96.9,13.6,0.0,71.7,1.0,2.8,8.2,5.5,3.26,3.0,27.3,0.0,0.0,0.0,0.0,11.6,5.4,0.5,0.3,12.5,high,88.50045499287275,91.021938887064,81.46735514936482,99.4290447383977,90.40372014373285,84.62096517173705,100.0,109.7857998325402,109.4326989931244,005,016700,36,2317,1400000US36005016700,36005016700
31,"Census Tract 224.01, Bronx County, New York",19.0,51.7,8.3,30.0,0.0,0.0,6.6,6.9,88.0,0.9,56.1,59.4,0.6,16.0,27.4,22.7,22.2,7.2,7.2,0.6,14.4,5.9,19.6,1.4,22.2,1.5,16.2,2.9,54.0,54.0,9.9,22.3,0.0,36.3,95.7,0.0,3.3,92.9,0.0,3.0,5.7,12.8,1.52,4.6,30.5,0.0,60.0,18.6,0.0,6.0,12.3,0.0,0.3,17.1,high,124.16360977057207,134.73642269466708,96.61988785757278,54.211724228254674,120.37271894595926,61.557375215964306,100.0,81.63559474727346,95.18364964506134,005,022401,36,397,1400000US36005022401,36005022401
32,"Census Tract 28, Bronx County, New York",34.0,38.0,0.9,0.0,40.5,13.5,8.3,9.6,97.7,0.0,78.6,36.1,0.0,4.1,30.3,25.7,13.1,8.0,10.4,0.0,4.2,6.3,8.7,0.0,38.8,1.4,14.2,0.0,66.9,66.9,3.0,6.1,0.0,15.7,94.5,7.3,3.2,80.6,0.0,4.5,0.8,19.8,2.65,0.0,27.8,0.0,0.0,7.6,0.0,5.6,22.8,1.4,0.0,15.7,low,112.46132103608595,82.8587081574031,108.12557417556309,65.37296156936593,84.85697174663565,122.99803185927792,100.0,80.22808449301012,86.34923904926222,005,002800,36,2239,1400000US36005002800,36005002800
33,"Census Tract 158, Bronx County, New York",16.0,47.5,3.5,0.0,0.0,0.0,9.9,9.5,83.0,0.0,73.7,48.8,5.5,6.3,30.7,20.7,16.0,6.9,6.7,0.0,8.1,17.1,9.0,0.0,49.5,1.1,7.2,0.0,68.2,68.2,3.8,4.5,0.0,11.1,83.6,4.9,11.4,22.5,0.0,1.8,17.5,42.2,2.22,1.3,22.8,0.0,2.5,0.0,36.9,7.2,31.3,0.0,0.0,47.2,low,104.15407832742164,116.49850051871698,132.07463490353848,96.07658517073791,120.28993165645036,25.257899121605377,100.0,80.93183962014179,94.6136876711388,005,015800,36,2493,1400000US36005015800,36005015800
34,"Census Tract 218, Bronx County, New York",29.1,22.3,3.9,0.0,0.0,44.1,19.4,5.5,87.5,0.3,54.5,64.0,0.5,7.2,16.7,43.0,12.5,6.1,13.6,0.0,7.6,17.5,10.0,1.3,24.7,9.9,40.4,1.6,48.8,48.8,12.6,26.2,44.8,75.8,94.2,0.0,1.5,62.1,0.0,1.8,3.7,20.9,3.23,3.1,27.8,10.1,0.0,15.4,38.5,9.9,14.0,0.0,0.0,17.7,low,81.2552177441229,110.05271005700409,71.8040992175373,98.93844089922798,107.29232720355104,163.80284485795278,100.0,105.56326906975019,97.74847852771269,005,021800,36,1888,1400000US36005021800,36005021800
35,"Census Tract 338, Bronx County, New York",28.1,26.0,3.6,95.0,15.6,0.0,15.9,10.5,86.9,3.4,44.0,59.3,0.9,13.3,24.7,30.1,11.3,8.1,7.2,0.0,7.0,14.8,6.5,2.0,19.9,4.7,33.8,2.7,36.2,36.2,19.9,25.3,53.4,49.3,95.6,6.8,1.3,43.4,0.0,3.3,2.1,15.5,3.38,1.9,29.3,0.0,0.0,0.0,43.4,8.8,12.8,3.4,0.0,20.1,low,88.95560018997897,73.5313547356603,118.26781132195015,123.59128381750669,114.99154512787995,97.48335187784107,100.0,102.7482485612235,98.60342148859648,005,033800,36,1040,1400000US36005033800,36005033800
36,"Census Tract 365.02, Bronx County, New York",34.2,28.2,1.8,50.0,0.0,0.0,20.6,3.8,94.8,0.8,54.0,66.0,0.2,7.9,11.8,50.3,12.2,3.2,8.4,0.0,16.0,16.3,3.9,2.1,22.5,19.0,58.3,1.2,34.4,34.4,12.3,31.5,0.0,49.4,92.0,0.0,1.0,47.8,2.4,2.7,4.5,6.8,4.0,4.6,27.5,0.0,0.0,0.0,75.5,9.8,10.8,0.8,0.0,11.1,low,57.260637241864785,68.86528271060763,76.34048214907973,132.87187310846735,96.6955541464102,54.34416742615278,100.0,109.43392226897434,110.00266096704692,005,036502,36,369,1400000US36005036502,36005036502
37,"Census Tract 72, Bronx County, New York",18.0,26.0,7.3,58.0,0.0,12.4,14.4,10.8,90.5,2.7,35.3,83.6,0.0,10.7,26.0,26.8,23.3,1.6,8.9,0.0,10.0,17.3,6.4,3.6,23.9,8.8,31.4,4.7,43.9,43.9,11.1,28.3,18.7,59.8,96.0,0.0,0.0,45.9,0.0,4.5,2.3,17.9,4.4,0.0,29.2,8.5,13.7,5.5,24.2,9.1,17.1,0.4,4.7,23.8,low,85.41558199026403,81.31373051050427,113.95191180663349,93.37826405530443,98.93081096315085,137.5178222970215,100.0,127.02780044726605,118.837071562846,005,007200,36,2572,1400000US36005007200,36005007200
