,NAME,DP05_0001E-T Popo,DP02_0001E-T HHs,DP02_0002E-T Fam HHs,DP02_0008PE-%F-led HHs No H,DP02_0010PE-% Non-Fam HHs,DP02_0015E-Avg HH Size,DP02_0016E-Avg Fam Size,DP02_0022PE-%Non Rel in Hs,DP02_0038E-per1000-F-U-RecentPreg,DP02_0046PE-%GPwParent&Gc1-2yrs,DP02_0048PE--%GPwParent&Gc>5yrs,DP02_0060PE-%NoSchDiploma,DP02_0063PE-%AssDeg,DP02_0079PE-% SameHouse_1YrAgo,DP02_0085PE-%LivAbroad1YrAgo,DP02_0088PE-%BornUS,DP02_0112PE-HomeLangNotEng,DP02_0134PE-%IrishAnc,DP03_0009PE-%Unemploy,"DP03_0027PE-%WorkingMgt,Bus,Sc,Arts",DP03_0028PE%WorkingService,DP03_0037PE-Retail,DP03_0040PE-%Fin&Ins,"DP03_0041PE-%ProfSc,Mgt,Admin",DP03_0050PE-%UnpaidFamilyWk,DP03_0052PE-Inc<10k,DP03_0054PE-Inc15-24k,DP03_0058PE-Inc75-99k,DP03_0061PE-Inc200k>,DP03_0065E-HH-MeanEarnings,DP03_0066PE-%HHsWithSocSec,DP03_0072PE-%HH Inc with Cash public Ass,DP03_0074PE-%HH Inc with Food Stamps SNAP,DP03_0085PE-%Families Inc>200k,DP03_0092E-Median Earning Workers,DP03_0093E-Median Earnings Male FT Workers,DP03_0094E-Median Earnings Female FT Workers,DP03_0097PE-%PHI-Priv,DP03_0098PE-%PHI-Pub,DP03_0099PE-No PHI,DP03_0119PE-% Fam <Pov,DP03_0121PE-%Fam with child U18&U5 <pov,DP03_0126PE-%F-Led Families with u18 <pov,DP04_0001E-T H U,DP04_0002PE-%Occ H U,DP04_0004E-%Ow Vac Rate,DP04_0005E-%Rn Vac Rate,DP04_0006E-T HU,State,County,Tract,DP04_0013PE-%20+HU,DP04_0017PE-%Built2014+,DP04_0029PE-%2rooms_only_HU,DP04_0039PE-Zero bedrooms,DP04_0045PE-%Occup HU,DP04_0046PE-%Owner Occup HU,DP04_0048E-Owner Ave Household size,DP04_0049E-Renter Ave Household size,DP04_0051PE-%moved since 2017+,DP04_0054PE-%moved 2000 to 2009,DP04_0082PE-%Value 50-99k,DP04_0083PE-%Value 100-149k,DP04_0084PE-%Value 150-199k,DP04_0087PE-%Value 500k-1m,DP04_0101E-Med Onwer Monthly Mortgage,DP04_0134E-Median Gross Rent,DP05_0005PE-%under 5 yrs,DP05_0023PE-%62 yrs+,DP05_0058PE-% w & B or AM,DP05_0061PE-%White & Asian,DP05_0064PE-%White with others,DP05_0070PE-%H&L race,AreaLand,crimeStats,crime,ALAND,Popo_Density_Per_Hector
335,"Census Tract 2126.10, Los Angeles County, California",3896,1783,895,9.1,49.8,2.19,3.04,7.4,7,0.0,67.1,6.5,4.5,87.7,1.1,38.1,76.9,2.0,6.6,38.1,20.0,7.5,8.4,16.6,1.6,5.7,14.2,6.3,5.3,71220,21.4,2.6,8.2,10.5,31935,47446,37736,45.1,45.1,15.0,17.5,34.9,45.4,1943,91.8,0.0,4.2,1943,06,037,212610,44.3,0.0,12.1,30.9,1783,18.5,1454,2.69,4.8,22.3,0.0,0.0,0.0,69.6,3470,1183,3.8,20.0,1.1,0.0,21.1,3896,35,2561,high,357156,0.009
336,"Census Tract 2144, Los Angeles County, California",2991,1745,516,1.5,70.4,1.7,2.54,14.6,0,-666666666.0,-666666666.0,1.5,5.9,77.5,1.0,81.8,21.7,15.3,6.3,70.2,9.1,3.0,5.6,20.9,0.3,5.7,7.2,14.4,12.1,117148,4.9,1.4,1.7,28.5,64966,70139,80457,86.1,86.1,3.5,1.4,0.0,-666666666.0,1845,94.6,0.0,1.9,1845,06,037,214400,0.0,0.0,6.2,7.0,1745,3.0,1692,1.75,7.4,18.0,0.0,0.0,0.0,66.0,-666666666,1964,5.0,6.6,2.5,1.2,89.2,2991,34,895,low,344250,0.0114
337,"Census Tract 2146, Los Angeles County, California",2520,1357,389,7.8,71.3,1.8,2.69,17.7,33,0.0,0.0,1.8,8.0,78.2,0.0,76.5,33.6,7.3,3.5,71.9,5.6,10.2,7.4,22.3,0.0,4.7,9.0,18.3,15.9,127696,21.6,2.1,1.8,26.5,58686,61111,79141,87.3,87.3,2.9,5.9,42.5,22.1,1428,95.0,0.0,1.5,1428,06,037,214600,7.0,2.2,7.3,7.6,1357,23.9,1033,2.22,9.1,29.0,0.0,3.4,0.0,18.2,3065,2027,3.0,18.8,1.8,3.0,88.0,2520,58,1479,low,581187,0.023
338,"Census Tract 2181.20, Los Angeles County, California",4652,1377,1027,21.1,25.4,3.3,3.69,8.7,31,0.0,22.2,17.3,3.9,90.3,2.6,44.3,77.3,0.4,2.3,24.3,33.0,10.4,2.5,9.8,0.0,9.7,14.7,5.6,3.5,53379,22.0,5.4,12.1,4.7,21460,33194,27796,33.8,33.8,20.9,14.7,0.0,34.7,1523,90.4,0.0,8.1,1523,06,037,218120,3.9,2.6,4.5,20.6,1377,21.2,1085,3.95,2.5,19.0,0.0,0.0,0.0,72.9,2599,1083,8.6,12.9,0.8,0.0,24.3,4652,44,1466,low,445211,0.0095
339,"Census Tract 2185, Los Angeles County, California",2557,977,581,15.5,40.5,2.61,3.44,6.3,17,55.6,0.0,13.1,4.5,92.6,0.8,62.2,55.5,2.0,5.1,31.4,32.8,9.8,3.9,11.6,0.0,6.7,14.9,8.9,3.2,62806,23.2,3.5,13.7,3.4,24885,35362,33676,45.9,45.9,15.3,18.1,9.6,7.1,1075,90.9,2.1,3.6,1075,06,037,218500,2.8,2.4,4.1,8.4,977,33.5,650,3.24,7.0,27.1,0.0,0.0,0.0,78.3,2335,1140,6.4,14.7,0.9,0.8,48.0,2557,52,1411,low,523255,0.0203
340,"Census Tract 2212.10, Los Angeles County, California",3230,884,685,22.1,22.5,3.63,3.96,9.4,15,0.0,0.0,11.2,4.8,95.4,0.2,51.5,83.8,0.4,5.4,20.8,28.4,13.4,6.8,10.6,0.0,4.2,14.6,12.9,2.4,60819,29.4,2.9,12.8,1.5,25077,30684,25754,39.1,39.1,14.7,20.0,0.0,15.0,920,96.1,0.0,0.0,920,06,037,221210,3.6,0.0,4.9,11.3,884,27.5,641,4.45,1.9,21.6,0.0,0.0,6.2,56.8,2863,1098,5.4,16.6,0.2,0.2,28.9,3230,35,1836,high,358792,0.0108
341,"Census Tract 2213.02, Los Angeles County, California",5028,1382,882,21.8,36.2,3.56,4.28,13.1,42,0.0,0.0,15.4,5.8,87.4,0.4,51.4,79.5,0.8,5.7,15.0,39.6,9.7,1.0,11.4,0.0,2.7,14.3,7.0,5.1,69826,16.8,1.8,19.5,3.6,22521,25556,26010,28.0,28.0,27.8,11.9,5.0,34.0,1420,97.3,0.0,1.2,1420,06,037,221302,10.1,0.0,9.8,13.2,1382,10.5,1237,4.81,4.1,31.2,0.0,0.0,0.0,39.3,3643,1195,7.3,7.6,1.7,0.0,31.0,5028,46,2251,high,462145,0.0091
342,"Census Tract 2242, Los Angeles County, California",2613,737,494,17.6,33.0,3.52,4.36,7.6,48,9.6,17.5,14.8,4.7,91.4,0.2,45.1,88.3,0.7,7.2,14.1,24.8,14.9,2.8,9.2,0.0,11.3,22.3,10.6,0.0,44495,12.1,4.1,24.3,0.0,19276,26250,20807,27.1,27.1,29.5,26.7,26.6,39.8,768,96.0,0.0,1.5,768,06,037,224200,25.1,0.0,5.1,28.0,737,9.0,671,4.24,4.3,26.2,0.0,0.0,7.6,34.8,1833,1062,5.9,5.9,0.0,0.0,49.3,2613,36,1186,low,368196,0.0138
343,"Census Tract 4808.02, Los Angeles County, California",3277,1009,741,14.6,26.6,3.2,3.68,7.2,0,0.0,0.0,6.0,5.4,98.1,0.1,53.6,79.1,0.7,2.3,41.0,22.9,9.6,3.8,8.6,0.0,7.2,3.5,12.1,2.9,78738,41.7,1.0,2.1,2.7,34522,39505,53427,59.4,59.4,5.3,9.2,11.6,32.5,1080,93.4,1.4,0.0,1080,06,037,480802,0.0,0.0,8.1,1.0,1009,62.2,381,3.58,0.0,22.9,1.4,0.0,0.0,63.5,2075,1183,5.2,24.9,0.2,2.5,27.6,3277,171,4,low,1713243,0.0522
344,"Census Tract 5304, Los Angeles County, California",3590,1186,905,29.3,23.7,3.03,3.55,2.6,20,6.3,10.4,11.4,2.6,93.8,0.0,60.3,77.7,0.4,12.6,30.9,16.1,13.0,5.2,8.9,0.0,5.1,13.1,5.1,1.9,64125,37.1,6.2,14.3,2.4,37705,43879,43000,48.1,48.1,5.7,13.7,0.0,31.2,1359,87.3,7.0,6.8,1359,06,037,530400,16.3,0.0,1.5,0.8,1186,38.0,735,2.65,3.7,21.8,0.0,0.0,4.4,24.6,2033,911,6.5,21.4,0.0,0.0,35.2,3590,153,2,low,1531308,0.0426
345,"Census Tract 5312.01, Los Angeles County, California",5343,1258,1007,21.7,20.0,4.25,4.86,3.6,25,0.0,0.0,18.3,2.0,97.1,0.0,55.6,93.5,0.0,11.0,15.2,21.4,7.6,4.1,7.2,0.0,3.6,17.4,7.2,2.3,61555,21.3,9.5,13.8,2.1,26914,35139,27063,29.9,29.9,25.5,25.8,33.3,62.2,1320,95.3,0.0,2.4,1320,06,037,531201,0.0,0.0,3.6,7.6,1258,31.2,866,4.32,2.3,38.9,0.0,4.8,0.0,13.5,1561,1088,10.0,10.2,0.0,0.1,38.3,5343,55,6,low,555365,0.0103
346,"Census Tract 5312.02, Los Angeles County, California",4401,1127,954,11.7,15.4,3.91,4.13,6.5,0,0.0,0.0,23.8,3.4,89.2,0.0,49.7,94.8,0.0,9.6,13.5,19.7,8.0,1.0,7.6,0.0,2.9,12.2,9.1,0.0,56115,20.6,0.7,9.6,0.0,24493,31130,23441,31.7,31.7,22.3,13.4,38.9,31.9,1221,92.3,0.0,7.1,1221,06,037,531202,0.5,0.0,8.5,0.9,1127,27.5,817,4.09,1.0,33.0,0.0,0.0,0.0,9.7,1793,997,6.8,12.0,0.0,0.0,40.7,4401,44,93,low,447318,0.01
347,"Census Tract 5323.04, Los Angeles County, California",4176,1081,806,16.6,25.4,3.36,3.94,5.1,28,0.0,0.0,15.7,7.6,88.2,0.0,71.1,69.0,0.3,11.2,26.3,23.8,10.3,3.1,7.3,0.0,9.3,10.5,12.6,0.0,64834,30.3,7.2,13.4,0.0,25606,38125,30986,41.3,41.3,11.8,10.3,0.0,36.4,1171,92.3,5.1,8.1,1171,06,037,532304,19.2,0.8,5.5,4.4,1081,36.3,689,3.9,1.1,36.0,0.0,0.0,0.0,31.6,2340,1041,2.8,14.1,0.2,0.0,68.0,4176,827,2,low,8277615,0.198
348,"Census Tract 5328, Los Angeles County, California",4334,997,801,27.4,19.7,4.34,4.95,3.7,70,8.4,13.0,21.3,4.9,89.8,0.2,61.3,88.2,0.0,7.3,9.7,18.2,11.6,2.1,7.6,0.0,12.4,11.3,12.7,0.0,46811,16.1,10.6,30.3,0.0,21621,28816,22765,25.4,25.4,17.9,30.6,27.0,43.5,1055,94.5,0.0,4.5,1055,06,037,532800,0.0,0.0,3.6,7.6,997,35.5,643,3.69,5.3,32.5,1.7,0.0,11.6,10.2,1761,1015,13.6,6.6,0.0,0.0,39.9,4334,55,272,low,551035,0.0127
349,"Census Tract 5329, Los Angeles County, California",7226,1676,1371,28.5,18.2,4.31,4.58,8.9,103,7.4,7.4,17.0,1.8,94.8,0.2,55.2,90.3,0.0,6.5,11.7,15.3,9.3,1.5,7.3,0.0,3.2,17.9,3.0,0.0,45278,22.9,11.8,30.5,0.0,19134,24964,20599,19.6,19.6,18.3,24.5,23.0,35.6,1709,98.1,0.0,0.0,1709,06,037,532900,1.2,0.0,11.6,10.0,1676,27.6,1214,3.72,7.0,35.9,0.0,1.7,1.3,19.7,2016,989,9.2,7.5,0.0,0.0,40.6,7226,76,120,low,767184,0.0105
350,"Census Tract 2129, Los Angeles County, California",4340,1549,964,13.3,37.8,2.77,3.36,10.8,141,0.0,57.8,16.8,2.6,92.0,0.0,39.2,81.7,0.4,5.9,30.9,27.5,13.8,5.0,10.4,0.0,8.5,7.3,8.1,4.8,63600,16.5,3.2,10.1,6.3,24508,31402,32574,39.9,39.9,20.0,19.5,42.9,77.3,1595,97.1,0.0,3.3,1595,06,037,212900,40.1,0.0,13.4,25.0,1549,14.2,1329,3.42,5.2,24.3,9.5,0.0,0.0,69.5,3143,1156,5.5,14.4,0.3,0.0,30.4,4340,37,1072,low,373620,0.0085
351,"Census Tract 5036.01, Los Angeles County, California",4142,1194,982,18.2,17.8,3.29,3.54,6.1,16,5.9,0.0,4.4,12.3,93.2,0.2,81.9,35.1,8.8,7.2,48.3,14.2,11.8,6.8,11.0,0.0,0.8,5.8,12.8,11.6,112822,33.6,8.5,5.7,12.6,39063,64226,55000,80.2,80.2,4.0,1.4,0.0,6.0,1217,98.1,0.0,16.8,1217,06,037,503601,2.4,0.0,0.4,3.1,1194,90.5,114,3.25,2.8,27.4,0.7,0.0,1.3,47.5,2221,1196,4.7,21.6,0.0,0.9,66.4,4142,139,1,low,1395143,0.0336
352,"Census Tract 5300.05, Los Angeles County, California",4201,1427,1132,8.4,20.7,2.94,3.3,3.8,29,0.0,0.0,5.1,10.1,96.9,0.0,57.8,62.7,0.1,4.4,44.4,12.4,12.1,12.3,7.2,0.9,2.0,8.1,13.5,7.9,98520,58.5,1.5,0.7,8.8,37500,61042,46500,68.8,68.8,5.1,1.9,0.0,0.0,1520,93.9,0.0,6.0,1520,06,037,530005,8.4,0.0,0.0,3.1,1427,81.3,267,3.0,0.0,17.4,0.0,0.0,0.0,73.4,2678,-666666666,3.5,38.0,0.0,0.0,31.7,4201,228,1,low,2285258,0.0543
353,"Census Tract 5320.02, Los Angeles County, California",3438,964,740,27.3,23.2,3.57,4.09,5.4,39,0.0,25.5,15.6,3.0,92.2,0.0,60.3,74.0,0.2,10.2,13.7,25.4,9.7,2.7,10.2,0.0,7.1,14.4,9.3,1.5,52881,21.5,5.9,13.1,1.9,22140,25350,25648,33.1,33.1,22.3,20.9,62.9,44.4,1004,96.0,0.0,4.5,1004,06,037,532002,4.9,1.6,7.7,3.7,964,38.1,597,3.32,3.4,28.7,4.9,3.5,0.0,11.4,1819,1200,7.0,10.5,0.0,0.0,57.5,3438,83,1,low,833395,0.0241
354,"Census Tract 5321.01, Los Angeles County, California",6520,1779,1408,27.4,20.9,3.66,4.1,5.8,18,3.2,6.3,16.6,6.7,94.2,0.4,63.7,78.5,0.2,6.0,17.5,30.2,15.8,4.4,10.3,0.3,0.7,18.5,7.4,0.0,57728,16.7,6.1,16.1,0.0,25622,31455,30290,37.0,37.0,17.1,19.2,18.9,46.6,1844,96.5,0.0,4.7,1844,06,037,532101,15.3,0.0,2.4,4.6,1779,26.4,1309,3.64,3.2,22.7,0.0,0.0,0.0,25.5,1796,1264,8.5,10.9,0.0,0.0,57.7,6520,138,2,low,1383490,0.0212
355,"Census Tract 5750.02, Los Angeles County, California",5045,1867,1010,15.2,45.9,2.51,3.22,12.4,8,0.0,0.0,3.6,6.2,90.5,0.6,78.3,30.2,11.8,5.8,43.5,20.2,9.4,8.1,10.7,0.0,7.8,5.2,16.7,9.5,92456,14.2,2.1,4.8,6.6,40203,72788,56758,73.7,73.7,5.4,7.2,0.0,15.3,1977,94.4,3.3,2.9,1977,06,037,575002,21.2,0.0,2.3,6.0,1867,44.1,1044,2.62,3.9,27.4,0.0,0.0,0.0,53.3,2376,1647,8.2,15.0,0.0,3.0,66.3,5045,96,5,low,965016,0.019
356,"Census Tract 5752.02, Los Angeles County, California",4371,1206,935,25.6,22.5,3.62,4.07,6.6,43,28.9,11.1,13.8,5.5,89.0,0.0,53.5,83.4,0.4,16.0,15.8,33.4,9.9,3.8,12.3,0.0,10.2,16.1,10.9,0.7,51628,12.3,7.5,29.6,0.0,24631,32557,30290,35.8,35.8,11.6,26.8,12.2,66.4,1307,92.3,0.0,6.1,1307,06,037,575202,11.9,0.0,3.3,11.8,1206,15.2,1023,4.12,7.0,14.9,0.0,0.0,2.7,15.8,1864,1064,10.3,9.2,0.0,0.0,55.3,4371,40,1,low,404091,0.0092
357,"Census Tract 5768.02, Los Angeles County, California",3731,1874,706,9.3,62.3,1.92,2.95,9.8,0,0.0,0.0,1.5,10.1,89.8,0.2,84.1,22.0,9.0,4.6,46.5,18.2,9.7,5.4,9.1,0.0,0.5,10.4,13.3,4.1,77080,15.9,0.5,4.4,5.7,42114,52917,53011,73.6,73.6,2.8,10.5,0.0,41.1,2003,93.6,0.0,4.0,2003,06,037,576802,11.0,0.0,5.9,10.7,1874,24.5,1415,1.9,0.7,21.5,0.0,0.0,3.9,58.8,2717,1245,7.7,13.7,0.3,1.0,63.2,3731,46,1,low,467791,0.0123
358,"Census Tract 5776.02, Los Angeles County, California",3364,1623,948,7.0,41.6,2.07,2.71,3.4,73,0.0,0.0,1.2,6.6,86.8,1.7,85.9,17.3,19.1,7.2,55.6,9.1,7.6,7.7,18.1,0.6,6.7,4.3,13.7,15.3,121837,38.1,0.0,0.0,20.5,56125,88438,73380,87.5,87.5,0.4,1.5,0.0,0.0,1749,92.8,4.2,4.9,1749,06,037,577602,19.5,0.0,3.7,1.3,1623,65.8,555,2.1,6.2,13.8,7.6,6.0,1.4,58.4,2494,2093,6.4,33.7,0.6,3.1,80.5,3364,132,5,low,1325899,0.0392
359,"Census Tract 6002.01, Los Angeles County, California",4801,1379,1092,45.3,20.8,3.47,3.8,7.3,66,0.0,17.0,14.6,7.6,93.8,0.0,71.5,58.0,0.1,6.6,8.7,30.9,12.7,1.2,17.8,0.0,22.2,10.4,12.0,0.0,42308,13.1,11.3,25.8,0.0,22839,28192,31589,27.9,27.9,11.8,36.9,32.0,46.3,1490,92.6,0.0,2.6,1490,06,037,600201,1.1,0.0,4.0,2.4,1379,12.5,1207,3.53,4.9,24.5,0.0,4.1,0.0,22.7,1639,1219,10.1,7.6,0.0,0.0,40.9,4801,58,7,low,585704,0.0121
360,"Census Tract 6008.01, Los Angeles County, California",3248,1269,819,20.8,35.5,2.55,3.29,2.8,0,2.5,0.0,3.0,12.6,99.2,0.0,86.4,19.9,0.1,4.6,39.4,24.6,6.1,5.6,12.7,0.0,4.3,8.7,17.1,12.1,109130,34.6,0.0,3.9,17.0,49693,69875,54219,71.3,71.3,9.9,5.4,-666666666.0,0.0,1307,97.1,2.1,0.0,1307,06,037,600801,1.5,0.0,0.8,1.5,1269,82.0,228,2.77,3.0,30.5,1.2,0.0,2.3,37.1,2289,1565,2.7,21.9,0.0,0.0,15.4,3248,97,37,low,971032,0.0299
361,"Census Tract 6009.12, Los Angeles County, California",5691,1442,1132,22.0,21.5,3.95,4.27,9.7,50,0.0,4.3,15.0,8.0,92.6,0.0,56.4,73.0,0.2,13.8,21.9,25.2,9.3,7.8,8.1,0.0,4.0,10.3,12.2,1.0,57956,21.6,2.3,12.7,1.2,21980,28362,32241,50.9,50.9,13.4,18.6,14.7,18.2,1505,95.8,1.4,0.0,1505,06,037,600912,0.8,0.0,6.0,4.3,1442,44.3,803,4.3,1.2,23.2,0.0,0.0,1.3,19.6,1830,1241,5.4,11.8,0.6,0.4,51.9,5691,108,210,low,1084960,0.019
362,"Census Tract 6014.02, Los Angeles County, California",4850,1276,982,12.0,23.0,3.8,4.29,7.0,25,5.6,34.8,15.1,4.6,96.4,0.0,56.2,86.3,0.5,7.4,19.9,24.5,14.2,3.4,13.7,0.0,3.3,7.7,10.1,0.5,64796,38.1,0.6,7.6,0.6,27953,31786,32108,47.9,47.9,13.1,12.7,0.0,30.6,1276,100.0,0.0,0.0,1276,06,037,601402,0.0,0.0,0.0,3.1,1276,64.7,450,3.95,1.6,20.8,0.0,0.0,3.3,29.9,1942,1274,6.7,17.0,0.0,0.0,45.8,4850,98,1,low,983306,0.0202
363,"Census Tract 6015.02, Los Angeles County, California",3956,882,729,28.3,17.3,4.48,4.94,5.0,53,0.0,8.4,26.2,2.7,86.7,0.0,53.1,92.5,0.2,2.9,12.8,29.0,13.3,2.7,13.7,0.0,3.5,19.5,13.2,2.0,50953,14.3,6.0,20.0,1.0,22509,27825,26924,31.9,31.9,18.8,21.9,42.5,33.0,936,94.2,0.0,0.0,936,06,037,601502,11.5,0.6,4.8,9.9,882,24.6,665,5.21,4.3,32.3,0.0,0.0,0.0,34.6,2012,1191,9.1,7.4,0.9,0.0,59.4,3956,49,49,low,490798,0.0124
364,"Census Tract 6021.03, Los Angeles County, California",6602,2127,1339,18.5,37.0,3.01,4.05,3.2,14,0.0,0.0,14.1,6.6,90.1,0.0,60.4,70.6,0.3,7.5,16.3,31.8,11.6,3.3,10.9,0.0,3.9,14.1,8.7,2.0,52720,19.5,0.9,10.7,1.9,25982,32342,30594,50.9,50.9,8.5,12.3,35.0,0.0,2210,96.2,0.0,0.9,2210,06,037,602103,12.0,0.0,16.0,11.9,2127,15.7,1794,4.48,7.9,31.9,0.0,0.0,0.0,29.1,1636,1145,7.1,13.0,0.2,0.6,36.3,6602,83,1,low,835901,0.0126
365,"Census Tract 6201.01, Los Angeles County, California",5558,2201,1381,14.6,37.3,2.53,3.25,4.4,21,0.0,10.5,1.0,6.8,91.6,0.7,86.0,19.4,12.5,11.7,60.0,11.7,4.9,12.2,18.7,0.0,4.8,2.0,15.0,20.7,124009,15.4,3.3,7.9,27.4,71196,94208,74900,83.0,83.0,4.0,6.9,5.9,15.1,2224,99.0,0.0,0.0,2224,06,037,620101,14.9,0.0,2.8,6.0,2201,59.5,891,2.85,8.9,25.8,0.0,0.0,0.0,56.0,3562,1868,10.2,13.5,1.1,3.6,80.4,5558,135,10,low,1351683,0.0243
366,"Census Tract 7007, Los Angeles County, California",3537,1101,793,5.3,28.0,3.21,3.98,2.0,0,0.0,0.0,4.7,6.6,91.2,0.0,67.5,48.1,2.4,3.1,72.1,2.2,6.4,17.5,11.7,1.6,0.9,3.1,2.2,53.0,362859,38.5,0.0,0.0,57.8,77708,250001,79444,88.3,88.3,1.0,1.1,0.0,0.0,1341,82.1,4.5,35.8,1341,06,037,700700,0.0,0.6,0.0,0.0,1101,92.8,79,3.24,1.4,30.7,1.5,0.0,0.0,3.5,4001,1915,4.0,21.9,0.0,0.0,92.9,3537,353,14,low,3530190,0.0998
367,"Census Tract 7028.02, Los Angeles County, California",2397,898,539,10.5,40.0,2.62,3.22,11.0,0,0.0,0.0,4.6,5.5,82.3,0.6,70.1,43.0,6.5,5.8,49.8,23.0,9.3,3.2,15.9,0.0,5.6,5.7,12.8,14.5,110739,20.8,0.0,3.8,20.6,46121,52143,64583,75.1,75.1,9.4,1.7,0.0,0.0,907,99.0,0.0,1.0,907,06,037,702802,1.8,0.0,7.1,1.7,898,46.7,479,2.7,2.4,21.3,0.0,0.0,0.0,46.1,3311,1731,6.3,16.6,2.6,1.1,74.2,2397,61,91,low,610045,0.0254
368,"Census Tract 9006.05, Los Angeles County, California",7433,2122,1574,21.9,25.8,3.5,4.06,6.8,0,6.1,0.0,13.5,8.9,96.5,0.0,91.5,28.4,1.9,8.8,18.3,26.6,20.8,3.9,5.9,0.0,24.8,9.8,16.1,1.1,65026,31.2,5.2,11.5,1.5,33018,42260,33539,44.8,44.8,3.1,32.7,34.2,94.0,2323,91.3,3.0,5.5,2323,06,037,900605,1.1,0.6,1.0,0.0,2122,61.2,823,3.33,0.4,37.0,21.6,5.1,5.9,0.0,1250,811,12.7,12.5,0.4,0.0,77.2,7433,526,2,low,5266777,0.0708
369,"Census Tract 2731, Los Angeles County, California",2564,1110,574,10.7,48.3,2.31,2.99,12.1,44,0.0,0.0,1.6,4.0,84.2,0.3,76.8,27.0,7.3,5.0,71.2,10.9,7.6,2.5,26.3,0.9,3.2,1.9,13.2,29.6,159575,18.9,1.0,1.8,38.7,67269,103125,76375,83.1,83.1,2.5,3.7,0.0,0.0,1272,87.3,0.0,4.6,1272,06,037,273100,4.4,3.0,4.2,0.5,1110,47.9,578,2.68,9.0,12.3,0.0,0.0,0.0,10.5,3368,3175,7.0,18.1,0.4,2.1,89.2,2564,117,2122,high,1175328,0.0456
370,"Census Tract 2653.03, Los Angeles County, California",4889,1396,111,3.7,92.0,3.5,3.88,64.9,0,-666666666.0,-666666666.0,1.1,11.9,42.9,6.2,72.6,44.1,5.2,8.9,40.6,24.4,4.8,2.3,13.9,0.0,37.5,14.3,1.6,2.1,37737,0.7,2.0,1.4,7.2,5692,49079,39650,90.2,90.2,5.7,27.0,0.0,-666666666.0,1638,85.2,0.0,7.2,1638,06,037,265303,68.0,0.0,15.7,17.9,1396,3.4,1348,1.83,14.6,5.9,0.0,0.0,0.0,72.9,3634,2111,0.4,1.0,1.1,3.6,51.7,4889,14,344,low,148001,0.0029
371,"Census Tract 2674.02, Los Angeles County, California",4941,2671,653,4.6,75.6,1.82,2.77,21.3,0,-666666666.0,-666666666.0,0.0,6.0,80.9,1.1,71.0,31.1,6.5,4.9,71.7,8.3,10.3,8.6,22.6,0.0,8.2,5.4,12.9,7.6,101274,8.3,0.0,0.6,17.5,45208,64522,52625,85.5,85.5,6.8,0.0,0.0,0.0,2772,96.4,0.0,2.1,2772,06,037,267402,29.2,0.0,6.9,9.3,2671,15.4,2259,1.54,3.1,12.1,0.0,0.0,0.0,78.4,3328,1825,4.8,11.7,0.5,0.3,75.3,4941,42,1865,high,424965,0.0085
372,"Census Tract 1901, Los Angeles County, California",4603,2770,527,3.6,81.0,1.65,2.53,21.9,0,0.0,0.0,0.4,4.3,74.2,3.2,73.6,31.0,5.8,17.2,62.0,14.9,6.9,5.2,23.9,0.0,5.3,15.1,10.4,5.1,66758,6.7,2.7,1.9,0.0,36445,52247,49634,63.2,63.2,15.7,15.9,48.8,0.0,3050,90.8,0.0,1.2,3050,06,037,190100,63.8,1.7,31.7,25.0,2770,2.6,2698,1.79,9.7,14.9,0.0,0.0,0.0,54.2,-666666666,1520,4.2,11.6,0.4,0.6,71.4,4603,60,11877,high,600603,0.013
373,"Census Tract 1923, Los Angeles County, California",2475,1378,484,2.1,64.9,1.8,2.77,9.7,0,0.0,0.0,2.6,4.7,83.3,0.4,68.4,34.3,11.0,5.5,67.2,8.4,11.2,7.2,26.2,0.0,5.7,4.1,15.2,24.3,150326,17.6,1.7,1.6,42.4,65814,101117,75767,85.4,85.4,5.7,0.0,0.0,-666666666.0,1725,79.9,7.6,4.8,1725,06,037,192300,65.3,0.0,10.0,12.0,1378,36.9,869,2.2,7.7,22.8,0.0,0.0,2.2,39.9,3726,1939,4.6,15.9,4.2,1.3,69.3,2475,87,1144,low,879494,0.0352
374,"Census Tract 1951, Los Angeles County, California",5013,1999,978,4.0,51.1,2.37,3.26,11.3,0,0.0,0.0,3.1,10.0,88.3,0.5,84.9,23.5,10.8,8.7,73.4,13.5,4.8,5.4,13.4,0.0,0.0,3.6,15.4,24.7,152823,20.4,6.0,2.6,34.5,57426,95982,76844,80.8,80.8,5.6,1.2,0.0,0.0,2186,91.4,5.0,0.0,2186,06,037,195100,6.8,0.0,3.1,0.0,1999,61.3,773,2.6,2.9,23.1,1.2,0.0,0.0,21.8,3415,1874,5.5,20.1,0.9,4.3,83.1,5013,156,1835,high,1566297,0.0311
375,"Census Tract 2326, Los Angeles County, California",6339,1904,1334,23.3,29.9,3.33,4.06,5.4,78,0.0,13.4,9.0,5.6,94.8,0.0,63.9,71.3,0.3,6.6,14.0,35.3,12.0,3.6,26.0,0.0,8.4,13.7,9.3,1.0,56780,22.0,9.2,20.5,1.4,24707,28661,31429,42.7,42.7,12.4,28.4,50.7,53.7,1936,98.3,0.0,0.0,1936,06,037,232600,2.1,0.0,2.9,6.3,1904,47.5,999,3.58,1.3,36.6,1.8,2.2,0.0,5.6,1937,1143,7.5,10.6,0.6,0.0,33.6,6339,79,5451,high,795281,0.0125
